latest_burned_block,sender_address,total_burned
24583672,0xc12e49804eee20953ca6f3d4b1536bcf28adec2c,270933033133000
24581494,0xc4da1707a7a16cf4ac15d75d6a49a684b23ee1e4,12814013518548598
24579980,0x2be60b0fb138479f7333086cc2460620436a110e,1303728460500000
24586035,0xeff8331df85b5b7896d7aa70b3e40cf181836716,200831500856639
24578941,0x4dd7d4c658e2b3112cd777c4a45122f9ed1b8c73,69168087703382
24583247,0xae57c528d763cb5b56590b1180132a99553757c4,505797636350885
24578913,0xad8d22b89e55490e72bb5b06971f47c4b329e8b2,109091670421047
24582775,0x7e68c1adf83a1967aeafcd0bbdd9f7c83f237494,12376253372910
24585092,0xfad9b17897f478f3293306a8f8e5e77fae18e84c,53456338657899
24582837,0x5f5d1b20d83954edb2a7c9743283ec736e35d625,8707129183337
24578988,0xbeacf3f9e0294283085e438d91e09ec279547a9b,1155891589419058
24578988,0xf96Be336D78294633A04b10b97fA78DbFA8841C0, 123
24578988,0xe7e153717d146a9e93dde0ae12cd5f9ec6137285, 321
24578988,0xe7e153717d146a9e93dde0ae12cd5f9ec6137286, 1_000_000_000_000_000_000
24578988,0xe7e153717d146a9e93dde0ae12cd5f9ec6137287, 1_000_000_000_000_000_000
24578988,0xe7e153717d146a9e93dde0ae12cd5f9ec6137288, 1_000_000_000_000_000_000
